"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Stories","Lifetime Talking About This (Post)"
1906255039602883_2011664675728585,https://www.facebook.com/OmarSGhobash/posts/2011664675728585,"#Morning #LettersToAYoungMuslim #Instagram
Via: https://www.instagram.com/p/BUm_fEdFIl8/?tagged=omarsaifghobash",Photo,,,"10/12/2017 08:38:17 AM"," ",11,11
1906255039602883_2011500602411659,https://www.facebook.com/OmarSGhobash/posts/2011500602411659,"Omar Saif Ghobash shared The National's post.",Link,,,"10/11/2017 09:41:05 PM"," ",0,0
1906255039602883_2011487459079640,https://www.facebook.com/OmarSGhobash/posts/2011487459079640,"My friends and I would ask how it was possible that committing suicide was seen as a great sin against Allah if done for reasons such as sadness or unhappiness, and yet it was the greatest sacrifice a Muslim could make if it was done to fight the ‘enemy’",Status,,,"10/11/2017 08:45:43 PM"," ",15,15
1906255039602883_2011355199092866,https://www.facebook.com/OmarSGhobash/posts/2011355199092866,"Via The Association of British Muslims",Link,,,"10/11/2017 11:58:44 AM"," ",19,16
1906255039602883_2011348969093489,https://www.facebook.com/OmarSGhobash/posts/2011348969093489,"With صهيب هاشم Suhaib Hashem #omarsaifghobash #NYUAD #LettersToAYoungMuslim  #dubai",Photo,,,"10/11/2017 11:39:58 AM"," ",21,10
1906255039602883_2011068912454828,https://www.facebook.com/OmarSGhobash/posts/2011068912454828,"‏مركز بيانات التعليم منصة معلوماتية انشأتها ⁧‫#وزارة_التربية‬⁩ لتوفير بيانات دقيقة عن واقع الميدان التربوي.
‏⁧‫#جيتكس‬⁩
The Education Data Center is an information platform established by the ministry of education to provide accurate data on education.
‏⁧‫#جيتكس‬⁩",SharedVideo,,,"10/10/2017 05:35:28 PM"," ",2,2
1906255039602883_2010920039136382,https://www.facebook.com/OmarSGhobash/posts/2010920039136382,"As Ghobash has seen the competing influences surrounding his children on a a daily basis – messages of violence and messages from moderates –  he was inspired to write to his sons, as well as to a generation of Muslim youth who are finding their place in a conflict-torn region and world.
Via StepFeed
https://stepfeed.com/every-young-muslim-should-read-this-emirati-diplomat-s-new-book-4632",Link,,,"10/10/2017 11:40:04 AM"," ",152,138
1906255039602883_2010906025804450,https://www.facebook.com/OmarSGhobash/posts/2010906025804450,"Omar Saif Ghobash shared Lisa notes's photo.",Photo,,,"10/10/2017 10:47:03 AM"," ",2,2
1906255039602883_2010592462502473,https://www.facebook.com/OmarSGhobash/posts/2010592462502473,"Omar Saif Ghobash shared World Youth Forum's post.",Photo,,,"10/09/2017 02:03:10 PM"," ",0,0
1906255039602883_2010578579170528,https://www.facebook.com/OmarSGhobash/posts/2010578579170528,"Omar Saif Ghobash shared Arianna G's post.",Status,,,"10/09/2017 01:02:35 PM"," ",0,0
1906255039602883_2010569839171402,https://www.facebook.com/OmarSGhobash/posts/2010569839171402,"Every young Muslim should demand his or her right to discover the world for himself or herself, using the tools of self-knowledge and self-mastery.",Status,,,"10/09/2017 12:36:21 PM"," ",12,10
1906255039602883_2010186759209710,https://www.facebook.com/OmarSGhobash/posts/2010186759209710,"Ammar Sedrani had 3 straight wins in the &quot;Dubai Chess and Culture Club Fall Chess Tournament&quot;, an international competition for players under 14-years-old. #UAE #Youth
http://gulfnews.com/sport/more-sport/uae-s-ammar-sedrani-rules-dubai-international-youth-chess-tournament-1.2101084",Link,,,"10/08/2017 01:03:42 PM"," ",8,6
